name,poster_path,kinopoisk_id,rate,metric
Лабиринт 3,https://imagetmdb.cub.red/t/p/w500/3AfHD1HoaQpQwKH8kxRdBKVmzeU.jpg,6303864,4.7,0.4634146341463415
Птица,https://imagetmdb.cub.red/t/p/w500/80ZGgE1ksSLzdbygpVNoZi2cowp.jpg,5356480,4.62,0.46153846153846156
Даааааали!,https://imagetmdb.cub.red/t/p/w500/tzxEyJVQAHgfIyirotUv51UEUHE.jpg,5212650,6.8,0.46153846153846156
Судная ночь в Аркадии,https://imagetmdb.cub.red/t/p/w500/ikiGiNWAgrafmUnZtKdIfg4gyxL.jpg,5212121,5.9,0.4599250936329588
Таро,https://imagetmdb.cub.red/t/p/w500/diEPoV1IgS0RCAae3pE4ZVkCq2A.jpg,5618356,5.4,0.45454545454545453
Сингам 3,https://imagetmdb.cub.red/t/p/w500/2JbNkHg8m7LaBy61LyrnnlenaxY.jpg,1364230,4.9,0.4444444444444444
Жизнь,https://imagetmdb.cub.red/t/p/w500/bi4ica1dIl5iBxQvwVuod2lReM5.jpg,5454464,7.1,0.4444444444444444
Дурнушка Бетти: История продолжается,https://imagetmdb.cub.red/t/p/w500/3rs80Tqc1QJbSjBmAQzxUPyu5pY.jpg,5589216,6.5,0.4444444444444444
Не_жилец,https://imagetmdb.cub.red/t/p/w500/uSexr15oAkfJpHZWOLDt5ojRsJK.jpg,5123233,5.4,0.44
Плохая девочка,https://imagetmdb.cub.red/t/p/w500/67QfRV0xCHmv43KXNW5lrIHW2Tl.jpg,5449125,6.1,0.43902439024390244
Возвращение Одиссея,https://imagetmdb.cub.red/t/p/w500/2voxtfRTtLjQv4ZCBUIOhV8uR5i.jpg,5386324,6.1,0.43761996161228406
Астрал. Ночной кошмар,https://imagetmdb.cub.red/t/p/w500/sskxWUymn0c90ZXhNg1lXjc2Yxe.jpg,5459704,5.2,0.43243243243243246
Жуть,https://imagetmdb.cub.red/t/p/w500/krCt93RSbZMmiPIw2k1r9zzfzTb.jpg,5506627,4.5,0.42
Мой сосед — монстр,https://imagetmdb.cub.red/t/p/w500/ipj9b6KZMr6yFidQBf7xxuWnKQi.jpg,5162777,5.8,0.41968911917098445
Кровь в обмен на пыль,https://imagetmdb.cub.red/t/p/w500/rdo1CUluugmPyvWSXrMObR5kFEa.jpg,5095263,5.6,0.4186046511627907
Моё прекрасное несчастье 2,https://imagetmdb.cub.red/t/p/w500/862ipc5PUEvI2BoPnPBQqYhazfI.jpg,5376381,5.7,0.4170403587443946
Что скрывает любовь,https://imagetmdb.cub.red/t/p/w500/qfGdLc319g3AxssvtKA5OMzvCmA.jpg,5105910,5.8,0.4166666666666667
Проклятие. Паранормальное видео,https://imagetmdb.cub.red/t/p/w500/hSby2WRKinP4CCWrdXJTQDv1x2P.jpg,4909109,5.1,0.4166666666666667
Сверхъестественное. Разлом времени,https://imagetmdb.cub.red/t/p/w500/nIUPBbiFX7CFvbePMIoUOe3w3ig.jpg,6338821,5.6,0.4129032258064516
На расстоянии удара,https://imagetmdb.cub.red/t/p/w500/a1o3OoGCxGJM4Dc4oZjp2mMwYXF.jpg,5121905,4.8,0.4107142857142857
Роковая экспедиция,https://imagetmdb.cub.red/t/p/w500/dWhpGc6sxfhJsuBYVUlwQR8hSe9.jpg,6325511,4.2,0.4094488188976378
Иллюзия контроля,https://imagetmdb.cub.red/t/p/w500/rCTE79Bz3F5MdIz9Sp6YmOf2l5p.jpg,5244715,6.0,0.4074074074074074
Суперпташки. Улётная миссия,https://imagetmdb.cub.red/t/p/w500/1l3ifR6QvdipDKp9rjZBvfMrtQn.jpg,5374326,6.1,0.4
Я,https://imagetmdb.cub.red/t/p/w500/gfEgy7HOQzvgZOyLE1wp42LhJs4.jpg,5915895,5.7,0.3958333333333333
Паранойя,https://imagetmdb.cub.red/t/p/w500/zzHa5V7WdZYYq74dmKcvFmHZ3hn.jpg,5497963,5.6,0.391304347826087
Последний день Земли,https://imagetmdb.cub.red/t/p/w500/fH1O6CAhZYtSJtQhM0ezUDwYAJJ.jpg,5901681,4.9,0.3889216263995286
Дыши!,https://imagetmdb.cub.red/t/p/w500/4pRonl4LTHFw567HyX0iYolyaWS.jpg,4966325,4.9,0.3873581847649919
Мистер и миссис Махи,https://imagetmdb.cub.red/t/p/w500/x1v8Qzvp46WEpxoBFlqaGfSsAxw.jpg,4745881,5.9,0.38461538461538464
Месть Золушки,https://imagetmdb.cub.red/t/p/w500/lz987GkSGFKtB38DNV6he044wEK.jpg,5331968,4.3,0.3835616438356164
Вампиры лёгкого поведения,https://imagetmdb.cub.red/t/p/w500/ax8FLs29JHXxT2kpmimRKHwFwBe.jpg,1293562,5.6,0.38202247191011235
Нечисть в Сеуле,https://imagetmdb.cub.red/t/p/w500/rhZVsgro2eMi9uvRUzLlf9E04gK.jpg,5459664,5.5,0.375
Аэрофобы,https://imagetmdb.cub.red/t/p/w500/4UsJKneNQHbs7nxWB3m6wBF6DJb.jpg,5580960,6.0,0.375
Экзорцизм,https://imagetmdb.cub.red/t/p/w500/1mj0IVBv2o29Ktv0gIa61x0bFCG.jpg,1320930,4.3,0.36470588235294116
Эллиот и магический шар,https://imagetmdb.cub.red/t/p/w500/vBV3gsmbGFNegRr0caJu82RJfTw.jpg,5941256,6.1,0.36363636363636365
Список подозреваемых,https://imagetmdb.cub.red/t/p/w500/fSakYFaIrCEjsCHs629qMVqTc26.jpg,4922201,4.6,0.3633440514469453
Выжить в Калахари,https://imagetmdb.cub.red/t/p/w500/58lfy2vAjYxN7AuLICAspc8GBah.jpg,5453737,5.6,0.3614864864864865
Омен. Непорочная,https://imagetmdb.cub.red/t/p/w500/vXtzPSnvPOVEsQYJ6VwZXcRZB4j.jpg,5212441,5.3,0.3521617852161785
Шамбала. Конец времён,https://imagetmdb.cub.red/t/p/w500/bPUyxoWGPlBKpH54XKc4PqP2gtR.jpg,1406610,6.9,0.3520408163265306
Паранормальное. Маяк,https://imagetmdb.cub.red/t/p/w500/Aq8vnXrWB3qSNTcAsaimTk9Hl98.jpg,4629558,5.4,0.35135135135135137
Шкатулка дьявола 3. Воскрешение,https://imagetmdb.cub.red/t/p/w500/oDVjlCTSyF6Fh8Fpm683MyGGnSG.jpg,5517098,5.3,0.3448275862068966
Заклятье. Шестое чувство,https://imagetmdb.cub.red/t/p/w500/G5zoMTRl4SYz9fBfAhUCYSi1dN.jpg,4784358,5.0,0.34146341463414637
Мегалополис,https://imagetmdb.cub.red/t/p/w500/epglGr4yDHGaZVf8faMm7ilcHDu.jpg,1252954,5.5,0.3404255319148936
Пункт назначения: Поезд №13,https://imagetmdb.cub.red/t/p/w500/4VjoKlcSPr8YbSvYgcYdgFgGs2J.jpg,5599850,5.2,0.33557046979865773
Лохматые предки,https://imagetmdb.cub.red/t/p/w500/5RVADseybEHqPVBQCLV1043fS9m.jpg,5445200,5.5,0.3333333333333333
Полтергейст. Другое измерение,https://imagetmdb.cub.red/t/p/w500/81DfMbLBzrO51fyau7t3YCff3VE.jpg,5417425,4.2,0.3333333333333333
Тихое место: Азраэль,https://imagetmdb.cub.red/t/p/w500/2by2NArXPRk5aHESHmSwCzkVCof.jpg,5255368,5.1,0.3287981859410431
Астрал. Ночь в могиле,https://imagetmdb.cub.red/t/p/w500/uc7Ma8KT3Tq4ZPMI9eDLp1TAXms.jpg,5454242,4.9,0.32558139534883723
Заклятье. Обитель дьявола,https://imagetmdb.cub.red/t/p/w500/kICVxxdKhLiyGv91hdmbeV9BqeH.jpg,6399954,4.8,0.3235294117647059
Клаустрофобы: Хижина в лесу,https://imagetmdb.cub.red/t/p/w500/r7sXYuenIyPkR2y0LpqYBuAhoMb.jpg,5418519,4.0,0.3225806451612903
Эммануэль,https://imagetmdb.cub.red/t/p/w500/gj6npxukMlNnnXvokxt2EBnvPr8.jpg,4962063,4.6,0.3225806451612903
Второй акт,https://imagetmdb.cub.red/t/p/w500/l5a8t2Ul8BNioe8Iv3Er0uoY70K.jpg,5499954,6.5,0.3181818181818182
Девара часть 1,https://imagetmdb.cub.red/t/p/w500/q9e5viGsiNXMpEKtr8KrL4rQmVW.jpg,1357034,6.0,0.3181818181818182
Миссия: Чужой,https://imagetmdb.cub.red/t/p/w500/atvOntbyTfckiAfUBq2lRS0UXHr.jpg,6104902,5.4,0.3125
Операция «Кровавая охота»,https://imagetmdb.cub.red/t/p/w500/mKGJRzi0Te4tSb7S6Z4B8BRFsK3.jpg,5212445,3.6,0.3103448275862069
Империя,https://imagetmdb.cub.red/t/p/w500/bIVGCiGB58FfAjikG4f2emsoh2I.jpg,4877770,5.5,0.3076923076923077
Эффект парадокса,https://imagetmdb.cub.red/t/p/w500/io52a7ZU46yVTo6xxRFOkp02JAg.jpg,5150664,5.7,0.3048128342245989
Непробиваемые,https://imagetmdb.cub.red/t/p/w500/z497zVpHuGDQT4lBcHZcYdf6eDT.jpg,5452430,4.3,0.3031218529707956
Нужды путешественника,https://imagetmdb.cub.red/t/p/w500/fNhyJp2fy47vg66LZ8aA2b0tsVQ.jpg,5445356,6.3,0.3
Владыки небес,https://imagetmdb.cub.red/t/p/w500/ii1Uik577OnQp1i5IAwpfOEpeC7.jpg,7048396,2.86,0.2857142857142857
Инопланетянин,https://imagetmdb.cub.red/t/p/w500/8nryykQqfU7yqTz4FD7uEBjseZp.jpg,1122501,6.0,0.2826086956521739
Реинкарнация. Демоны желаний,https://imagetmdb.cub.red/t/p/w500/nSkSBewCNoZHxTC0C48MvDOnfE2.jpg,5447319,4.5,0.27586206896551724
Домашнее видео Вики и Веди,https://imagetmdb.cub.red/t/p/w500/hm9j4VnJPskQ8aQC50j9kkYc8EZ.jpg,5609600,2.73,0.2727272727272727
Величайший всех времен,https://imagetmdb.cub.red/t/p/w500/kk9SmNt6QcP5thvSYELWvO0NWuC.jpg,6133875,5.8,0.2727272727272727
Кангува,https://imagetmdb.cub.red/t/p/w500/lycbTFBXqFN1kMdPEsnAFutKEEy.jpg,5106206,4.6,0.2608695652173913
Хану Ман,https://imagetmdb.cub.red/t/p/w500/m1zq48rWSXxplzoJR8YtbXWnnHM.jpg,5121536,7.7,0.25
Мадгаон экспресс,https://imagetmdb.cub.red/t/p/w500/oIh4I9tORjptI9V5Zw0Rs10h9AG.jpg,5456516,7.0,0.25
Женщина 2,https://imagetmdb.cub.red/t/p/w500/2NC7sj8rheKxWqLYAbHnCa4mYBH.jpg,5609599,7.0,0.25
Чёрный чай,https://imagetmdb.cub.red/t/p/w500/v6HmHzoOJVwFmdKDKpdfnnsRk39.jpg,5451308,6.2,0.25
Сумасшедший,https://imagetmdb.cub.red/t/p/w500/vdHTlWDPoBwfPvGMGYuGQ8dzyGr.jpg,5212280,7.0,0.24324324324324326
Ханна. В игре,https://imagetmdb.cub.red/t/p/w500/80hgsCQDPI1UmkeVVKebxjIfBDc.jpg,5216647,5.0,0.23931623931623933
Пробуждение зла,https://imagetmdb.cub.red/t/p/w500/a5mFsoPGtB0n3VKFIbZYoxGx8ST.jpg,5095817,2.37,0.23728813559322035
Астрал. Игры призраков,https://imagetmdb.cub.red/t/p/w500/kxxWBEn7qTN2xumSferCHbDudcT.jpg,5380360,3.4,0.23076923076923078
Хеллбой: Проклятие Горбуна,https://imagetmdb.cub.red/t/p/w500/7nOlERr7MYHJDNKtDyNqBMpYj0m.jpg,5259927,5.0,0.22986167615947925
Битва за Родину,https://imagetmdb.cub.red/t/p/w500/slaoXWRRXlLB1ZRzoyO0cYE9EpO.jpg,5243680,6.5,0.22413793103448276
Плохие новости,https://imagetmdb.cub.red/t/p/w500/qDlqxGATpYBWqGciPB4tmQm3bFT.jpg,5453511,4.8,0.2222222222222222
Другой мир: Год волка,https://imagetmdb.cub.red/t/p/w500/zzCBoeiHfiMe8ymNaLkKsELMu8Q.jpg,4889453,4.6,0.22211445198836083
Заклятие. Новое поколение,https://imagetmdb.cub.red/t/p/w500/zavwSwdJ1tOaL57wlWmuFu3uLqT.jpg,6416664,3.5,0.21666666666666667
Галка,https://imagetmdb.cub.red/t/p/w500/ibyUbT394N8qMLBYEg09VAmQosU.jpg,5377800,5.6,0.21568627450980393
Отвага,https://imagetmdb.cub.red/t/p/w500/mhnT27mgtiMNowOhAlMWSqBoSyb.jpg,5902057,2.14,0.21428571428571427
Девятые врата: Пандемониум,https://imagetmdb.cub.red/t/p/w500/cPR58s9RW2UbN4AStEnnUIP5Wpd.jpg,5125438,5.2,0.21138211382113822
Пятница 13-е. Новая глава,https://imagetmdb.cub.red/t/p/w500/8ezQ8SN01HyXkPGCRoW4b4LWokz.jpg,5504191,3.6,0.20388349514563106
Остров пропавших девчонок,https://imagetmdb.cub.red/t/p/w500/eteV3jMCCXKuUSl4rgjATzu4GuO.jpg,5091765,7.3,0.2
Форсаж. Полный вперед!,https://imagetmdb.cub.red/t/p/w500/2MZBpW0bfQNJdWPCDM7OZetem1L.jpg,5598979,5.4,0.19480519480519481
Чистильщик бассейнов,https://imagetmdb.cub.red/t/p/w500/yZFIVW2UFzxBp6askhKNDh9ufFy.jpg,4859923,4.5,0.1875
Робин Гуд и хранители леса,https://imagetmdb.cub.red/t/p/w500/s7080khMOHGIIHVk32IUPn2ZOEl.jpg,5925059,4.9,0.18518518518518517
Лучшим игрокам приготовиться,https://imagetmdb.cub.red/t/p/w500/sVcmUR6tg0J2VTdT52PYGjb9sQ7.jpg,5599055,3.9,0.18421052631578946
Багровый рассвет,https://imagetmdb.cub.red/t/p/w500/w8XfP1hUPHjpXzklZasKvEAtMBS.jpg,5428194,5.2,0.18421052631578946
Аларум,https://imagetmdb.cub.red/t/p/w500/6Jcq3MSSl2Pnm104hbpnuFljWzA.jpg,5515510,3.7,0.17753623188405798
Стрелок,https://imagetmdb.cub.red/t/p/w500/oPW25RL1AnFYhxoVVXQMzqksoo3.jpg,1391130,3.9,0.17682926829268292
Сплит. Звезда на грани,https://imagetmdb.cub.red/t/p/w500/o67o1hMS2fequEoGKBc6WuvUY65.jpg,4769095,5.6,0.16666666666666666
Планета Джанет,https://imagetmdb.cub.red/t/p/w500/c759XMiZrU2QDu3vAOO92Ed4q3g.jpg,5379871,6.2,0.16666666666666666
Потрошитель. Наследие,https://imagetmdb.cub.red/t/p/w500/gP2T8Nywyjp7IJDG4rKfv84dvIA.jpg,4471765,3.6,0.16494845360824742
Перевозчик душ,https://imagetmdb.cub.red/t/p/w500/cvg7gWpmRedYmkAZ0AzqjShjZm4.jpg,6081176,3.9,0.1524390243902439
Кадавр,https://imagetmdb.cub.red/t/p/w500/g34bqDROPgQ00lo1d37bxqzwPKZ.jpg,5437612,5.1,0.14893617021276595
Шпион на всю голову,https://imagetmdb.cub.red/t/p/w500/AexRI1kNemcHUl9Y0SulfboOJjw.jpg,4631880,4.7,0.14634146341463414
Индиец 2,https://imagetmdb.cub.red/t/p/w500/fPoiIfqmVfNYZRVUtfTSyuAj8Tw.jpg,1121774,3.9,0.14285714285714285
Марчелло Мио,https://imagetmdb.cub.red/t/p/w500/zrsytVTXvi6ktkFGmenc4TCVaWa.jpg,5504256,6.6,0.125
Паранормальные явления: Поместье призраков,https://imagetmdb.cub.red/t/p/w500/vZtan4FCfZPgcMWi8fr473aCIox.jpg,5463490,3.1,0.125
Красавчик под прикрытием или Супершпион,https://imagetmdb.cub.red/t/p/w500/jDnZmXF6y8Fkk930P7E5SyKZbVN.jpg,6410954,1.23,0.12307692307692308
Вождь орков,https://imagetmdb.cub.red/t/p/w500/aZCAKN3o7A6uRc9EOswAuQSuZZJ.jpg,5070638,3.8,0.05309734513274336
Голодные Игры: Медведи на Аляске,https://imagetmdb.cub.red/t/p/w500/8aH9MZDITygx4qPC322xBJuAYns.jpg,5956622,0.0,0.0
Человек-магнит,https://imagetmdb.cub.red/t/p/w500/3wWLBBIY9vZHK8MAfrUQZ7oyc0m.jpg,1174346,5.0,0.0
Юдхра,https://imagetmdb.cub.red/t/p/w500/cwmVHD41mGDQyPyCAsR8x6aMGc2.jpg,4542243,0.0,0.0
Ники,https://imagetmdb.cub.red/t/p/w500/4CQeMkQi153rfvCEgGPtcfr7a56.jpg,5629957,5.9,0.0
Шрикант,https://imagetmdb.cub.red/t/p/w500/nkWF1jIMQqWZSShNTAdBUqrdFsZ.jpg,5217278,7.4,0.0
